K12D0555_H0513:1b-0	@1b [dd] #//	[dd]_4 
K12D0555_H0513:20a-12	pa dgra bcom pa yang dag par rdzogs pa'i sangs	ba_0 dgra_3 'joms_8 ba_13 yang_16 'dag_21 ba_25 rdzogs_29 ba_36 sangs_41 
K12D0555_H0513:20a-13	rgyas kyi de kho na nyid kyi don gyi tshul	rgya_0 kyi_6 de_10 kho_13 na_17 nyid_20 kyi_25 don_29 gyi_33 tshul_37 
K12D0555_H0513:20a-14	gyis mthar phyin pa'i yongs su mya ngan las 'das	gyis_0 mthar_5 phyin_11 ba_17 yongs_22 su_28 mya_31 ngan_35 las_40 'da'_44 
K12D0555_H0513:20a-15	pa chen po yod par gsungs pa gang yin pa	ba_0 chen_3 po_8 yod_11 ba_15 gsungs_19 ba_26 gang_29 yin_34 ba_38 
K12D0555_H0513:20a-16	shes par 'gyur bar rig par bya'o //	shes_0 ba_5 'gyur_9 ba_15 rig_19 ba_23 byed_27 
K12D0555_H0513:20a-17	bcu gang zhe na /	'chu_0 gang_4 zhe_9 na_13 
K12D0555_H0513:20a-18	dang po ni nyon mongs pa thams cad ni 'dod	dang_0 po_5 ni_8 nyon_11 mongs_16 ba_22 thams_25 cad_31 ni_35 'dod_38 
K12D0555_H0513:20a-19	pas gzhi byas pa yin pas 'dod pa las skyes	ba_0 gzhi_4 byed_9 ba_14 yin_17 ba_21 'dod_25 ba_30 las_33 skye_37 
K12D0555_H0513:20a-20	pa yin la sangs rgyas bcom ldan 'das rnams ni	ba_0 yin_3 la_7 sangs_10 rgya_16 'joms_22 ldan_27 'da'_32 rnams_37 ni_43 
K12D0555_H0513:20a-21	'dod pa yongs su bcad pa'i phyir yongs su mya	'dod_0 ba_5 yongs_8 su_14 gcod_17 ba_22 phyir_27 yongs_33 su_39 mya_42 
K12D0555_H0513:20a-22	ngan las 'das pa zhes bya'o //	ngan_0 las_5 'da'_9 ba_14 zhes_17 byed_22 
K12D0555_H0513:20a-23	gnyis pa ni de bzhin gshegs pa rnams nyon mongs	gnyis_0 ba_6 ni_9 de_12 bzhin_15 gshegs_21 ba_28 rnams_31 nyon_37 mongs_42 
K12D0555_H0513:20a-24	pa'i 'dod pa rnams yongs su bcad pas chos 'ga'	ba_0 'dod_5 ba_10 rnams_13 yongs_19 su_25 gcod_28 ba_33 chos_37 'ga'_42 
K12D0555_H0513:20a-25	yang len par mi mdzad la /	yang_0 len_5 ba_9 mi_13 mdzad_16 la_22 
K12D0555_H0513:20a-26	len par mi mdzad pa'i phyir gshegs pa'ang mi mnga'	len_0 ba_4 mi_8 mdzad_11 ba_17 phyir_22 gshegs_28 ba_35 mi_42 mnga'_45 
K12D0555_H0513:20a-27	byon pa yang mi mnga' zhing len pa mi mnga'	'byon_0 ba_5 yang_8 mi_13 mnga'_16 zhing_22 len_28 ba_32 mi_35 mnga'_38 
K12D0555_H0513:20b-0	@20b pa'i phyir yongs su mya ngan las 'das pa	ba_5 phyir_10 yongs_16 su_22 mya_25 ngan_29 las_34 'da'_38 ba_43 
K12D0555_H0513:20b-1	zhes bya'o // gsum pa ni 'di ltar de bzhin gshegs pa la gshegs pa dang /	zhes_0 byed_5 gsum_14 ba_19 ni_22 'di_25 ltar_29 de_34 bzhin_37 gshegs_43 ba_50 la_53 gshegs_56 ba_63 dang_66 
K12D0555_H0513:20b-2	byon pha mi mnga' zhing len pa mi mnga' ba	'byon_0 pha_5 mi_9 mnga'_12 zhing_18 len_24 ba_28 mi_31 mnga'_34 ba_40 
K12D0555_H0513:20b-3	gang yin pa de ni chos kyi sku skye ba	gang_0 yin_5 ba_9 de_12 ni_15 chos_18 kyi_23 sku_27 skye_31 ba_36 
K12D0555_H0513:20b-4	med cing 'gag pa med pa yin pas skye ba	med_0 cing_4 'gag_9 ba_14 med_17 ba_21 yin_24 ba_28 skye_32 ba_37 
K12D0555_H0513:20b-5	dang / 'gag pa med par gyur pa'i phyir yongs su mya ngan las 'das pa zhes bya'o //	dang_0 'gag_7 ba_12 med_15 ba_19 gyur_23 ba_28 phyir_33 yongs_39 su_45 mya_48 ngan_52 las_57 'da'_61 ba_66 zhes_69 byed_74 
K12D0555_H0513:20b-6	bzhi pa ni skye ba dang /	bzhi_0 ba_5 ni_8 skye_11 ba_16 dang_19 
K12D0555_H0513:20b-7	'gag pa med pa gang yin pa de ni tshig	'gag_0 ba_5 med_8 ba_12 gang_15 yin_20 ba_24 de_27 ni_30 tshig_33 
K12D0555_H0513:20b-8	gis brjod par bya ba ma yin te tshig gi	gis_0 rjod_4 ba_10 byed_14 ba_18 ma_21 yin_24 te_28 tshig_31 gi_37 
K12D0555_H0513:20b-9	lam yongs su chad par gyur ba'i phyir yongs su	lam_0 yongs_4 su_10 'chad_13 ba_18 gyur_22 ba_27 phyir_32 yongs_38 su_44 
K12D0555_H0513:20b-10	mya ngan las 'das pa zhes bya'o //	mya_0 ngan_4 las_9 'da'_13 ba_18 zhes_21 byed_26 
K12D0555_H0513:20b-11	lnga pa ni bdag dang /	lnga_0 ba_5 ni_8 bdag_11 dang_16 
K12D0555_H0513:20b-12	gang zag med kyi chos tsam 'ba' zhig skye 'gag	gang_0 zag_5 med_9 kyi_13 chos_17 tsam_22 'ba'_27 'jig_32 skye_37 'gag_42 
K12D0555_H0513:20b-13	tu gyur pa'i gnas su gyur pa brnyes pa'i phyir	tu_0 gyur_3 ba_8 gnas_13 su_18 gyur_21 ba_26 brnyes_29 ba_36 phyir_41 
K12D0555_H0513:20b-14	yongs su mya ngan las 'das pa zhes bya'o //	yongs_0 su_6 mya_9 ngan_13 las_18 'da'_22 ba_27 zhes_30 byed_35 
K12D0555_H0513:20b-15	drug pa ni nyon mongs pa dang /	drug_0 ba_5 ni_8 nyon_11 mongs_16 ba_22 dang_25 
K12D0555_H0513:20b-16	nye ba'i nyon mongs pa gang yin pa de dag	nye_0 ba_4 nyon_9 mongs_14 ba_20 gang_23 yin_28 ba_32 de_35 'dag_38 
K12D0555_H0513:20b-17	thams cad ni glo bur gyi rdul yin la chos	thams_0 cad_6 ni_10 glo_13 bur_17 gyi_21 rdul_25 yin_30 la_34 chos_37 
K12D0555_H0513:20b-18	nyid gang yin pa de ni bdag po yin te	nyid_0 gang_5 yin_10 ba_14 de_17 ni_20 bdag_23 po_28 yin_31 te_35 
K12D0555_H0513:20b-19	/ 'gro ba med cing 'ong ba med par sangs	'gro_2 ba_7 med_10 cing_14 'ong_19 ba_24 med_27 ba_31 sangs_35 
K12D0555_H0513:20b-20	rgyas rnams kyis thugs su chud pa'i phyir yongs su	rgya_0 rnams_6 kyis_12 thugs_17 su_23 chud_26 ba_31 phyir_36 yongs_42 su_48 
K12D0555_H0513:20b-21	mya ngan las 'das pa zhes bya'o //	mya_0 ngan_4 las_9 'da'_13 ba_18 zhes_21 byed_26 
K12D0555_H0513:20b-22	bdun pa ni de bzhin nyid gang yin pa de	bdun_0 ba_5 ni_8 de_11 bzhin_14 nyid_20 gang_25 yin_30 ba_34 de_37 
K12D0555_H0513:20b-23	ni yang dag pa yin la gzhan thams cad ni	ni_0 yang_3 'dag_8 ba_12 yin_15 la_19 gzhan_22 thams_28 cad_34 ni_38 
K12D0555_H0513:20b-24	yang dag pa ma yin pas yang dag pa'i ngo	yang_0 'dag_5 ba_9 ma_12 yin_15 ba_19 yang_23 'dag_28 ba_32 ngo_37 
K12D0555_H0513:20b-25	bo nyid gang yin pa de ni de bzhin nyid	'bo_0 nyid_3 gang_8 yin_13 ba_17 de_20 ni_23 de_26 bzhin_29 nyid_35 
K12D0555_H0513:20b-26	yin la / de bzhin nyid kyi ngo bo nyid	yin_0 la_4 de_9 bzhin_12 nyid_18 kyi_23 ngo_27 'bo_31 nyid_34 
K12D0555_H0513:20b-27	gang yin pa de ni de bzhin gshegs pa yin	gang_0 yin_5 ba_9 de_12 ni_15 de_18 bzhin_21 gshegs_27 ba_34 yin_37 
K12D0555_H0513:21a-0	yin la / pas yongs @21a *// su mya ngan las 'das pa zhes bya'o //	yin_0 la_4 ba_9 yongs_13 su_28 mya_31 ngan_35 las_40 'da'_44 ba_49 zhes_52 byed_57 
K12D0555_H0513:21a-1	brgyad pa ni yang dag pa'i mtha'i ngo bo nyid	brgyad_0 ba_7 ni_10 yang_13 'dag_18 ba_22 mtha_27 ngo_34 'bo_38 nyid_41 
K12D0555_H0513:21a-2	gang yin pa de la ni spros pa med de	gang_0 yin_5 ba_9 de_12 la_15 ni_18 spros_21 ba_27 med_30 de_34 
K12D0555_H0513:21a-3	/ de bzhin gshegs pa nyag cig gis yang dag	de_2 bzhin_5 gshegs_11 ba_18 nyag_21 cig_26 gis_30 yang_34 'dag_39 
K12D0555_H0513:21a-4	pa'i mtha'i chos mngon sum du gyur nas spros pa	ba_0 mtha_5 chos_12 mngon_17 sum_23 du_27 gyur_30 nas_35 spros_39 ba_45 
K12D0555_H0513:21a-5	gtan du bcad pas na /	gtan_0 du_5 gcod_8 ba_13 na_17 
K12D0555_H0513:21a-6	yongs su mya ngan las 'das pa zhes bya'o //	yongs_0 su_6 mya_9 ngan_13 las_18 'da'_22 ba_27 zhes_30 byed_35 
K12D0555_H0513:21a-7	dgu pa ni skye ba med pa gang yin pa de ni yang dag pa yin la /	dgu_0 ba_4 ni_7 skye_10 ba_15 med_18 ba_22 gang_25 yin_30 ba_34 de_37 ni_40 yang_43 'dag_48 ba_52 yin_55 la_59 
K12D0555_H0513:21a-8	skye ba gang yin pa de ni mi bden pa	skye_0 ba_5 gang_8 yin_13 ba_17 de_20 ni_23 mi_26 bden_29 ba_34 
K12D0555_H0513:21a-9	yin pas byis pa blun po rnams 'khor bar bying	yin_0 ba_4 byis_8 ba_13 blun_16 po_21 rnams_24 'khor_30 ba_36 'bying_40 
K12D0555_H0513:21a-10	zhing 'dod pas khyer ba yin no /	zhing_0 'dod_6 ba_11 'khyer_15 ba_21 yin_24 no_28 
K12D0555_H0513:21a-11	de bzhin gshegs pa'i sku la ni yang dag par	de_0 bzhin_3 gshegs_9 ba_16 sku_21 la_25 ni_28 yang_31 'dag_36 ba_40 
K12D0555_H0513:21a-12	mi bden pa mi mnga' bas yongs su mya ngan	mi_0 bden_3 ba_8 mi_11 mnga'_14 ba_20 yongs_24 su_30 mya_33 ngan_37 
K12D0555_H0513:21a-13	las 'das pa zhes bya'o //	las_0 'da'_4 ba_9 zhes_12 byed_17 
K12D0555_H0513:21a-14	bcu pa ni yang dag pa'i chos ma yin pa	'chu_0 ba_4 ni_7 yang_10 'dag_15 ba_19 chos_24 ma_29 yin_32 ba_36 
K12D0555_H0513:21a-15	gang yin pa de ni rkyen las byung ba yin	gang_0 yin_5 ba_9 de_12 ni_15 rkyen_18 las_24 'byung_28 ba_34 yin_37 
K12D0555_H0513:21a-16	la / yang dag pa'i chos gang yin pa de ni rkyen las byung ba ma yin te /	la_0 yang_5 'dag_10 ba_14 chos_19 gang_24 yin_29 ba_33 de_36 ni_39 rkyen_42 las_48 'byung_52 ba_58 ma_61 yin_64 te_68 
K12D0555_H0513:21a-17	de bzhin gshegs pa'i chos kyi sku'i ngo bo nyid	de_0 bzhin_3 gshegs_9 ba_16 chos_21 kyi_26 sku_30 ngo_36 'bo_40 nyid_43 
K12D0555_H0513:21a-18	gang yin pa de ni yang dag pa yin pas	gang_0 yin_5 ba_9 de_12 ni_15 yang_18 'dag_23 ba_27 yin_30 ba_34 
K12D0555_H0513:21a-19	yongs su mya ngan las 'das pa zhes bya'o //	yongs_0 su_6 mya_9 ngan_13 las_18 'da'_22 ba_27 zhes_30 byed_35 
K12D0555_H0513:21a-20	rigs kyi bu /	rigs_0 kyi_5 bu_9 
K12D0555_H0513:21a-21	'di dag ni yongs su mya ngan las 'das pa	'di_0 'dag_4 ni_8 yongs_11 su_17 mya_20 ngan_24 las_29 'da'_33 ba_38 
K12D0555_H0513:21a-22	yod par bstan pa'i chos rnam pa bcu zhes bya'o	yod_0 ba_4 ston_8 ba_14 chos_19 rnam_24 ba_29 'chu_32 zhes_36 byed_41 
K12D0555_H0513:21a-23	// gzhan yang /	gzhan_3 yang_9 
K12D0555_H0513:21a-24	rigs kyi bu /	rigs_0 kyi_5 bu_9 
K12D0555_H0513:21a-25	byang chub sems dpa' sems dpa' chen po rnams kyi	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 rnams_39 kyi_45 
K12D0555_H0513:21a-26	'di ltar yang chos rnam pa bcus de bzhin gshegs	'di_0 ltar_4 yang_9 chos_14 rnam_19 ba_24 'chu_27 de_32 bzhin_35 gshegs_41 
K12D0555_H0513:21b-0	pa yang dag par rdzogs @21b pa'i sangs rgyas kyi	ba_0 yang_3 'dag_8 ba_12 rdzogs_16 ba_28 sangs_33 rgya_39 kyi_45 
K12D0555_H0513:21b-1	de kho na nyid kyi don gyi tshul gyis mthar	de_0 kho_3 na_7 nyid_10 kyi_15 don_19 gyi_23 tshul_27 gyis_33 mthar_38 
K12D0555_H0513:21b-2	phyin pa'i mya ngan las 'das pa chen po yod	phyin_0 ba_6 mya_11 ngan_15 las_20 'da'_24 ba_29 chen_32 po_37 yod_40 
K12D0555_H0513:21b-3	par gsungs ba gang yin par shes par 'gyur bar	ba_0 gsungs_4 ba_11 gang_14 yin_19 ba_23 shes_27 ba_32 'gyur_36 ba_42 
K12D0555_H0513:21b-4	rig par bya'o // bcu gang zhe na /	rig_0 ba_4 byed_8 'chu_17 gang_21 zhe_26 na_30 
K12D0555_H0513:21b-5	dang po ni de bzhin gshegs pas sbyin pa dang /	dang_0 po_5 ni_8 de_11 bzhin_14 gshegs_20 ba_27 sbyin_31 ba_37 dang_40 
K12D0555_H0513:21b-6	sbyin pa'i 'bras bu la bdag dang /	sbyin_0 ba_6 'bras_11 bu_17 la_20 bdag_23 dang_28 
K12D0555_H0513:21b-7	bdag gi ba med par legs par thugs su chud pas sbyin pa dang /	bdag_0 gi_5 ba_8 med_11 ba_15 legs_19 ba_24 thugs_28 su_34 chud_37 ba_42 sbyin_46 ba_52 dang_55 
K12D0555_H0513:21b-8	sbyin pa'i 'bras bu de la log par rtog pa	sbyin_0 ba_6 'bras_11 bu_17 de_20 la_23 log_26 ba_30 rtogs_34 ba_39 
K12D0555_H0513:21b-9	gtan du bsal nas zhi bar gyur pa'i phyir yongs	gtan_0 du_5 bsal_8 nas_13 zhi_17 ba_21 gyur_25 ba_30 phyir_35 yongs_41 
K12D0555_H0513:21b-10	su mya ngan las 'das pa zhes bya'o //	su_0 mya_3 ngan_7 las_12 'da'_16 ba_21 zhes_24 byed_29 
K12D0555_H0513:21b-11	gnyis pa ni de bzhin gshegs pas tshul khrims dang /	gnyis_0 ba_6 ni_9 de_12 bzhin_15 gshegs_21 ba_28 tshul_32 khrims_38 dang_45 
K12D0555_H0513:21b-12	tshul khrims kyi 'bras bu bdag dang /	tshul_0 khrims_6 kyi_13 'bras_17 bu_23 bdag_26 dang_31 
K12D0555_H0513:21b-13	bdag gi ba med par legs par thugs su chud pas tshul khrims dang /	bdag_0 gi_5 ba_8 med_11 ba_15 legs_19 ba_24 thugs_28 su_34 chud_37 ba_42 tshul_46 khrims_52 dang_59 
K12D0555_H0513:21b-14	tshul khrims kyi 'bras bu de la logs par rtog	tshul_0 khrims_6 kyi_13 'bras_17 bu_23 de_26 la_29 logs_32 ba_37 rtogs_41 
K12D0555_H0513:21b-15	pa gtan du bsal nas zhi bar gyur pa'i phyir	ba_0 gtan_3 du_8 bsal_11 nas_16 zhi_20 ba_24 gyur_28 ba_33 phyir_38 
K12D0555_H0513:21b-16	yongs su mya ngan las 'das pa zhes bya'o //	yongs_0 su_6 mya_9 ngan_13 las_18 'da'_22 ba_27 zhes_30 byed_35 
K12D0555_H0513:21b-17	gsum pa ni de bzhin gshegs pas bzod pa dang /	gsum_0 ba_5 ni_8 de_11 bzhin_14 gshegs_20 ba_27 bzod_31 ba_36 dang_39 
K12D0555_H0513:21b-18	bzod pa'i 'bras bu la bdag dang /	bzod_0 ba_5 'bras_10 bu_16 la_19 bdag_22 dang_27 
K12D0555_H0513:21b-19	bdag gi ba med par legs par thugs chud pas bzod pa dang /	bdag_0 gi_5 ba_8 med_11 ba_15 legs_19 ba_24 thugs_28 chud_34 ba_39 bzod_43 ba_48 dang_51 
K12D0555_H0513:21b-20	bzod pa'i 'bras bu de la log par rtog pa	bzod_0 ba_5 'bras_10 bu_16 de_19 la_22 log_25 ba_29 rtogs_33 ba_38 
K12D0555_H0513:21b-21	gtan du bsal nas zhi bar gyur pa'i phyir yongs	gtan_0 du_5 bsal_8 nas_13 zhi_17 ba_21 gyur_25 ba_30 phyir_35 yongs_41 
K12D0555_H0513:21b-22	su mya ngan las 'das pa zhes bya'o //	su_0 mya_3 ngan_7 las_12 'da'_16 ba_21 zhes_24 byed_29 
K12D0555_H0513:21b-23	bzhi pa ni de bzhin gshegs pas brtson 'grus dang /	bzhi_0 ba_5 ni_8 de_11 bzhin_14 gshegs_20 ba_27 brtson_31 'grus_38 dang_44 
K12D0555_H0513:21b-24	brtson 'grus kyi 'bras bu la bdag dang /	brtson_0 'grus_7 kyi_13 'bras_17 bu_23 la_26 bdag_29 dang_34 
K12D0555_H0513:22a-0	bdag gi ba med @22a *//	bdag_0 gi_5 ba_8 med_11 
K12D0555_H0513:22a-1	par thugs su chud pas brtson 'grus dang /	ba_0 thugs_4 su_10 chud_13 ba_18 brtson_22 'grus_29 dang_35 
K12D0555_H0513:22a-2	brtson 'grus kyi 'bras bu de la log par rtog	brtson_0 'grus_7 kyi_13 'bras_17 bu_23 de_26 la_29 log_32 ba_36 rtogs_40 
K12D0555_H0513:22a-3	pa gtan du bsal nas zhi bar gyur pa'i phyir	ba_0 gtan_3 du_8 bsal_11 nas_16 zhi_20 ba_24 gyur_28 ba_33 phyir_38 
K12D0555_H0513:22a-4	yongs su mya ngan las 'das pa zhes bya'o //	yongs_0 su_6 mya_9 ngan_13 las_18 'da'_22 ba_27 zhes_30 byed_35 
K12D0555_H0513:22a-5	lnga pa ni de bzhin gshegs pas bsam gtan dang /	lnga_0 ba_5 ni_8 de_11 bzhin_14 gshegs_20 ba_27 bsam_31 gtan_36 dang_41 
K12D0555_H0513:22a-6	bsam gtan gyi 'bras bu la bdag dang /	bsam_0 gtan_5 gyi_10 'bras_14 bu_20 la_23 bdag_26 dang_31 
K12D0555_H0513:22a-7	bdag gi ba med par thugs su chud pas bsam gtan dang /	bdag_0 gi_5 ba_8 med_11 ba_15 thugs_19 su_25 chud_28 ba_33 bsam_37 gtan_42 dang_47 
K12D0555_H0513:22a-8	bsam gtan gyi 'bras bu de la log par rtog	bsam_0 gtan_5 gyi_10 'bras_14 bu_20 de_23 la_26 log_29 ba_33 rtogs_37 
K12D0555_H0513:22a-9	pa gtan du bsal nas zhi bar gyur pa'i phyir	ba_0 gtan_3 du_8 bsal_11 nas_16 zhi_20 ba_24 gyur_28 ba_33 phyir_38 
K12D0555_H0513:22a-10	yongs su mya ngan las 'das pa zhes bya'o //	yongs_0 su_6 mya_9 ngan_13 las_18 'da'_22 ba_27 zhes_30 byed_35 
K12D0555_H0513:22a-11	drug pa ni de bzhin gshegs pas shes rab dang /	drug_0 ba_5 ni_8 de_11 bzhin_14 gshegs_20 ba_27 shes_31 rab_36 dang_40 
K12D0555_H0513:22a-12	shes rab kyi 'bras bu la bdag dang /	shes_0 rab_5 kyi_9 'bras_13 bu_19 la_22 bdag_25 dang_30 
K12D0555_H0513:22a-13	bdag gi ba med par legs par thugs su chud pas shes rab dang /	bdag_0 gi_5 ba_8 med_11 ba_15 legs_19 ba_24 thugs_28 su_34 chud_37 ba_42 shes_46 rab_51 dang_55 
K12D0555_H0513:22a-14	shes rab kyi 'bras bu de la log par rtog	shes_0 rab_5 kyi_9 'bras_13 bu_19 de_22 la_25 log_28 ba_32 rtogs_36 
K12D0555_H0513:22a-15	pa gtan du bsal nas zhi bar gyur pa'i phyir	ba_0 gtan_3 du_8 bsal_11 nas_16 zhi_20 ba_24 gyur_28 ba_33 phyir_38 
K12D0555_H0513:22a-16	yongs su mya ngan las 'das pa zhes bya'o //	yongs_0 su_6 mya_9 ngan_13 las_18 'da'_22 ba_27 zhes_30 byed_35 
K12D0555_H0513:22a-17	bdun pa ni de bzhin gshegs pas sems can dang [?] sems can ma yin pa thams cad dang /	bdun_0 ba_5 ni_8 de_11 bzhin_14 gshegs_20 ba_27 sems_31 can_36 dang_40 sems_49 can_54 ma_58 yin_61 ba_65 thams_68 cad_74 dang_78 
K12D0555_H0513:22a-18	chos thams cad la ngo bo nyid med pa thugs	chos_0 thams_5 cad_11 la_15 ngo_18 'bo_22 nyid_25 med_30 ba_34 thugs_37 
K12D0555_H0513:22a-19	su chud pas log par rtog pa gtan du bsal	su_0 chud_3 ba_8 log_12 ba_16 rtogs_20 ba_25 gtan_28 du_33 bsal_36 
K12D0555_H0513:22a-20	nas zhi bar gyur pa'i phyir yongs su mya ngan	nas_0 zhi_4 ba_8 gyur_12 ba_17 phyir_22 yongs_28 su_34 mya_37 ngan_41 
K12D0555_H0513:22a-21	las 'das pa zhes bya'o //	las_0 'da'_4 ba_9 zhes_12 byed_17 
K12D0555_H0513:22a-22	brgyad pa ni gang gis bdag nyid la sred cing	brgyad_0 ba_7 ni_10 gang_13 gis_18 bdag_22 nyid_27 la_32 sred_35 cing_40 
K12D0555_H0513:22a-23	mngon par zhen pa de ni yongs su tshol bar	mngon_0 ba_6 zhen_10 ba_15 de_18 ni_21 yongs_24 su_30 tshol_33 ba_39 
K12D0555_H0513:22b-0	byed pa la @22b yongs su tshol ba'i phyir ni	byed_0 ba_5 la_8 yongs_16 su_22 tshol_25 ba_31 phyir_36 ni_42 
K12D0555_H0513:22b-1	sdug bsngal mang po myong bar 'gyur ba yin na	sdug_0 sngal_5 mang_12 po_17 myong_20 ba_26 'gyur_30 ba_36 yin_39 na_43 
K12D0555_H0513:22b-2	/ de bzhin gshegs pa rnams ni bdag nyid la	de_2 bzhin_5 gshegs_11 ba_18 rnams_21 ni_27 bdag_30 nyid_35 la_40 
K12D0555_H0513:22b-3	sred pa spangs pa'i phyir yongs su tshol ba gtan	sred_0 ba_5 spong_8 ba_15 phyir_20 yongs_26 su_32 tshol_35 ba_41 gtan_44 
K12D0555_H0513:22b-4	du bcad de yongs su tshol ba mi mnga' ba'i	du_0 gcod_3 de_8 yongs_11 su_17 tshol_20 ba_26 mi_29 mnga'_32 ba_38 
K12D0555_H0513:22b-5	phyir yongs su mya ngan las 'das pa zhes bya'o	phyir_0 yongs_6 su_12 mya_15 ngan_19 las_24 'da'_28 ba_33 zhes_36 byed_41 
K12D0555_H0513:22b-6	/ // dgu pa ni 'dus byas kyi chos thams cad ni grangs dang /	dgu_5 ba_9 ni_12 'du_15 byed_20 kyi_25 chos_29 thams_34 cad_40 ni_44 grangs_47 dang_54 
K12D0555_H0513:22b-7	tshad yod pa yin la 'dus ma byas kyi chos	tshad_0 yod_6 ba_10 yin_13 la_17 'du_20 ma_25 byed_28 kyi_33 chos_37 
K12D0555_H0513:22b-8	gang yin pa de ni grangs dang; tshad spangs pa	gang_0 yin_5 ba_9 de_12 ni_15 grangs_18 dang;_25 tshad_31 spong_37 ba_44 
K12D0555_H0513:22b-9	yin te / de bzhin gshegs pa ni 'dus byas	yin_0 te_4 de_9 bzhin_12 gshegs_18 ba_25 ni_28 'du_31 byed_36 
K12D0555_H0513:22b-10	spangs shing 'dus ma byas kyi chos mngon du mdzad	spong_0 shing_7 'du_13 ma_18 byed_21 kyi_26 chos_30 mngon_35 du_41 mdzad_44 
K12D0555_H0513:22b-11	yin te / pas grangs dang / tshad mi mnga'	yin_0 te_4 ba_9 grangs_13 dang_20 tshad_27 mi_33 mnga'_36 
K12D0555_H0513:22b-12	ba'i phyir yongs su mya ngan las 'das pa zhes	ba_0 phyir_5 yongs_11 su_17 mya_20 ngan_24 las_29 'da'_33 ba_38 zhes_41 
K12D0555_H0513:22b-13	yin te / pas grangs dang / bya'o // bcu pa ni de bzhin gshegs pas sems can dang /	yin_0 te_4 ba_9 grangs_13 dang_20 byed_27 'chu_36 ba_40 ni_43 de_46 bzhin_49 gshegs_55 ba_62 sems_66 can_71 dang_75 
K12D0555_H0513:22b-14	chos kyi ngo bo nyid thams cad stong zhing stong	chos_0 kyi_5 ngo_9 'bo_13 nyid_16 thams_21 cad_27 stong_31 zhing_37 stong_43 
K12D0555_H0513:22b-15	pa nyid las gud na stong pa'i ngo bo nyid	ba_0 nyid_3 las_8 'gud_12 na_16 stong_19 ba_25 ngo_30 'bo_34 nyid_37 
K12D0555_H0513:22b-16	yod pa ma yin pa gang yin pa de nyid	yod_0 ba_4 ma_7 yin_10 ba_14 gang_17 yin_22 ba_26 de_29 nyid_32 
K12D0555_H0513:22b-17	la yang dag pa'i chos kyi sku yin par thugs	la_0 yang_3 'dag_8 ba_12 chos_17 kyi_22 sku_26 yin_30 ba_34 thugs_38 
K12D0555_H0513:22b-18	su chud pa'i phyir yongs su mya ngan las 'das	su_0 chud_3 ba_8 phyir_13 yongs_19 su_25 mya_28 ngan_32 las_37 'da'_41 
K12D0555_H0513:22b-19	pa zhes bya ste /	ba_0 zhes_3 byed_8 ste_12 
K12D0555_H0513:22b-20	rigs kyi bu /	rigs_0 kyi_5 bu_9 
K12D0555_H0513:22b-21	'di dag ni mya ngan las 'das pa yod par bstan pa'i chos rnam pa bcu zhes bya'o //	'di_0 'dag_4 ni_8 mya_11 ngan_15 las_20 'da'_24 ba_29 yod_32 ba_36 ston_40 ba_46 chos_51 rnam_56 ba_61 'chu_64 zhes_68 byed_73 
K12D0555_H0513:22b-22	gzhan yang /	gzhan_0 yang_6 
K12D0555_H0513:22b-23	rigs kyi bu /	rigs_0 kyi_5 bu_9 
K12D0555_H0513:22b-24	de bzhin gshegs pa yongs su mya ngan las mi	de_0 bzhin_3 gshegs_9 ba_16 yongs_19 su_25 mya_28 ngan_32 las_37 mi_41 
K12D0555_H0513:22b-25	'da' ba gang yin pa de'ang ci ngo mtshar rmad	'da'_0 ba_5 gang_8 yin_13 ba_17 de_20 ci_27 ngo_30 mtshar_34 rmad_41 
K12D0555_H0513:22b-26	du byung ba ma yin nam /	du_0 'byung_3 ba_9 ma_12 yin_15 nam_19 
K12D0555_H0513:22b-27	gzhan yang /	gzhan_0 yang_6 
K12D0555_H0513:23a-0	ngo mtshar gyi chos rnam pa bcu dang ldan pa de ni de @23a *//	ngo_0 mtshar_4 gyi_11 chos_15 rnam_20 ba_25 'chu_28 dang_32 ldan_37 ba_42 de_45 ni_48 de_51 
K12D0555_H0513:23a-1	bzhin gshegs pa'i mdzad pa yin te /	bzhin_0 gshegs_6 ba_13 mdzad_18 ba_24 yin_27 te_31 
K12D0555_H0513:23a-2	bcu gang zhe na /	'chu_0 gang_4 zhe_9 na_13 
K12D0555_H0513:23a-3	'khor ba ni nyes dmigs dang bcas pa yin la /	'khor_0 ba_6 ni_9 nyes_12 dmigs_17 dang_23 'cha'_28 ba_33 yin_36 la_40 
K12D0555_H0513:23a-4	mya ngan las 'das pa la ni nye bar zhi ba yin yang 'khor ba dang /	mya_0 ngan_4 las_9 'da'_13 ba_18 la_21 ni_24 nye_27 ba_31 zhi_35 ba_39 yin_42 yang_46 'khor_51 ba_57 dang_60 
K12D0555_H0513:23a-5	mya ngan las 'das pa mnyam pa nyid du mkhyen	mya_0 ngan_4 las_9 'da'_13 ba_18 mnyam_21 ba_27 nyid_30 du_35 mkhyen_38 
K12D0555_H0513:23a-6	pa'i phyir 'khor bar mi gnas par yang mi 'gyur	ba_0 phyir_5 'khor_11 ba_17 mi_21 gnas_24 ba_29 yang_33 mi_38 'gyur_41 
